"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_compoundId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
1	"C40H80NO8P"	"[M + Na]+"	"C40H80NNaO8P+"	"Fatty acids"	0.999	"Glycerophospholipids"	1	"Glycerophosphocholines"	0.998	"Lipids and lipid-like molecules"	0.989	"Glycerophospholipids"	0.999	"Glycerophosphocholines"	0.997	"Phosphatidylcholines"	0.992	"Phosphatidylcholines"	0.992	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	756.553	379	6.318	860778148646898304	860777698279279104	860777698279279104	1729	NA	1729
3	"C27H32N8O6S2"	"[M + H]+"	"C27H33N8O6S2+"	"Amino acids and Peptides"	0.993	"Oligopeptides"	0.989	"Cyclamides"	0.924	"Organic acids and derivatives"	0.994	"Carboxylic acids and derivatives"	0.962	"Amino acids, peptides, and analogues"	0.847	"Amino acids and derivatives"	0.833	"Alpha amino acids and derivatives"	0.732	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Thiazoles; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Thiazolecarboxylic acids and derivatives; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	629.196	380	6.327	860778414834223744	860777698178615808	860777698178615808	1726	NA	1726
3	"C37H68N2O4"	"[M + H3N + H]+"	"C37H72N3O4+"	"Fatty acids"	0.993	"Fatty esters"	0.555	"N-acyl amines"	0.109	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.997	"Amino acids, peptides, and analogues"	0.625	"Amino acids and derivatives"	0.617	"Amino acids and derivatives"	0.617	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	622.552	380	6.329	860778151599688576	860777698111506944	860777698111506944	1724	NA	1724
1	"C38H71NO4"	"[M + H3N + H]+"	"C38H75N2O4+"	"Fatty acids"	1	"Glycerolipids"	0.954	"Diacylglycerols"	0.47	"Lipids and lipid-like molecules"	0.995	"Fatty Acyls"	0.99	"Lineolic acids and derivatives"	0.539	NA	NA	"Lineolic acids and derivatives"	0.539	"Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	623.575	380	6.333	860778147510241792	860777698145061376	860777698145061376	1725	NA	1725
1	"C34H67NO3"	"[M + Na]+"	"C34H67NNaO3+"	"Fatty acids"	1	"Fatty amides"	0.874	"N-acyl ethanolamines (endocannabinoids)"	0.325	"Lipids and lipid-like molecules"	0.968	"Fatty Acyls"	0.95	"Fatty amides"	0.87	"N-acyl amines"	0.759	"N-acyl amines"	0.759	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	560.504	380	6.338	860778158767754752	860777698346387968	860777698346387968	1731	NA	1731
4	"C26H44O7"	"[M + K]+"	"C26H44KO7+"	"Terpenoids"	0.989	"Steroids"	0.972	"Cholane steroids"	0.984	"Lipids and lipid-like molecules"	0.993	"Steroids and steroid derivatives"	0.988	"Bile acids, alcohols and derivatives"	0.974	"Hydroxy bile acids, alcohols and derivatives"	0.907	"Hydroxy bile acids, alcohols and derivatives"	0.907	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 7-hydroxysteroids; 12-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	507.272	381	6.356	860778519402419072	860777699831171840	860777699831171840	1773	NA	1773
1	"C56H87NO11"	"[M + H]+"	"C56H88NO11+"	"Polyketides"	0.928	"Macrolides"	0.982	"Polyene macrolides"	0.883	"Phenylpropanoids and polyketides"	0.459	"Macrolides and analogues"	0.706	NA	NA	NA	NA	"Macrolides and analogues"	0.706	"Organic compounds; Organoheterocyclic compounds; Lactones; Ketones; Alcohols and polyols; Macrolides and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Oxanes; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	950.635	381	6.358	860778164308430720	860777698447051264	860777698447051264	1734	NA	1734
2	"C49H78N8O11"	"[M + H]+"	"C49H79N8O11+"	"Polyketides"	0.705	"Oligopeptides"	0.998	"Depsipeptides"	0.785	"Organic acids and derivatives"	1	"Peptidomimetics"	0.604	"Depsipeptides"	0.606	"Cyclic depsipeptides"	0.585	"Cyclic depsipeptides"	0.585	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Benzene and substituted derivatives; Benzenoids; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	955.591	382	6.359	860778170763464960	860777698543520256	860777698543520256	1737	NA	1737
1	"C50H87N3O6"	"[M + K]+"	"C50H87KN3O6+"	"Fatty acids"	1	"Spingolipids"	0.999	"Phosphosphingolipids"	0.841	"Lipids and lipid-like molecules"	0.967	"Sphingolipids"	0.864	NA	NA	NA	NA	"Sphingolipids"	0.864	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; N-acyl amines; Phosphocholines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	864.622	382	6.372	860778147229223424	860777698577074688	860777698577074688	1738	NA	1738
2	"C39H50O6"	"[M + H]+"	"C39H51O6+"	"Terpenoids"	0.909	"Triterpenoids"	0.393	"Ergostane steroids"	0.161	"Lipids and lipid-like molecules"	0.903	"Prenol lipids"	0.667	NA	NA	NA	NA	"Prenol lipids"	0.667	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	615.368	382	6.372	860778164077743872	860777698681932416	860777698681932416	1741	NA	1741
1	"C46H80NO8P"	"[M + Na]+"	"C46H80NNaO8P+"	"Fatty acids"	0.997	"Glycerophospholipids"	1	"Glycerophosphocholines"	0.989	"Lipids and lipid-like molecules"	0.985	"Glycerophospholipids"	0.998	"Glycerophosphocholines"	0.989	"Phosphatidylcholines"	0.978	"Phosphatidylcholines"	0.978	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	828.552	382	6.374	860778166149730304	860777698614823424	860777698614823424	1739	NA	1739
1	"C45H80NO8P"	"[M + H]+"	"C45H81NO8P+"	"Fatty acids"	1	"Glycerophospholipids"	1	"Glycerophosphocholines"	0.998	"Lipids and lipid-like molecules"	0.99	"Glycerophospholipids"	0.999	"Glycerophosphocholines"	0.997	"Phosphatidylcholines"	0.992	"Phosphatidylcholines"	0.992	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	794.569	383	6.377	860778145668942208	860777698648377856	860777698648377856	1740	NA	1740
1	"C7H15NO2"	"[M + K]+"	"C7H15KNO2+"	"Fatty acids"	0.864	"Fatty esters"	0.751	"Fatty acyl carnitines"	0.293	"Lipids and lipid-like molecules"	0.741	"Fatty Acyls"	0.757	NA	NA	NA	NA	"Fatty Acyls"	0.757	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	184.073	383	6.378	860778147791260160	860777698711292544	860777698711292544	1742	NA	1742
1	"C39H69N7O7"	"[M + H3N + H]+"	"C39H73N8O7+"	"Amino acids and Peptides"	0.985	"Oligopeptides"	0.993	"Microginins"	0.513	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.994	"Amino acids, peptides, and analogues"	0.981	"Peptides"	0.67	"Peptides"	0.67	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	765.562	383	6.379	860778195245619200	860777698820344448	860777698816150144	1745	NA	1745
1	"C41H85N2O7P"	"[M - H2O + H]+"	"C41H84N2O6P+"	"Fatty acids"	1	"Spingolipids"	1	"Phosphosphingolipids"	0.999	"Lipids and lipid-like molecules"	0.984	"Sphingolipids"	0.969	"Phosphosphingolipids"	0.977	NA	NA	"Phosphosphingolipids"	0.977	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; N-acyl amines; Phosphocholines; Phosphoethanolamines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Phosphosphingolipids; Alkyl phosphates; Dialkyl phosphates; Organic zwitterions; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	731.608	383	6.38	860778148273605248	860777698900036224	860777698900036224	1747	NA	1747
1	"C46H80NO8P"	"[M + H]+"	"C46H81NO8P+"	"Fatty acids"	1	"Glycerophospholipids"	1	"Glycerophosphocholines"	0.999	"Lipids and lipid-like molecules"	0.991	"Glycerophospholipids"	0.999	"Glycerophosphocholines"	0.997	"Phosphatidylcholines"	0.992	"Phosphatidylcholines"	0.992	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	806.57	383	6.382	860778146491025792	860777698971339392	860777698967145088	1749	NA	1749
1	"C44H78NO7P"	"[M + H]+"	"C44H79NO7P+"	"Fatty acids"	1	"Glycerophospholipids"	1	"Glycerophosphocholines"	0.993	"Lipids and lipid-like molecules"	0.99	"Glycerophospholipids"	0.997	"Glycerophosphocholines"	0.982	"1-(1Z-alkenyl),2-acyl-glycerophosphocholines"	0.596	"1-(1Z-alkenyl),2-acyl-glycerophosphocholines"	0.596	"Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Carbonyl compounds; Glycerophosphocholines; Amines; Glycerol vinyl ethers; Alkyl phosphates; Dialkyl phosphates; Organic cations; 1-(1Z-alkenyl),2-acyl-glycerophosphocholines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	764.559	383	6.382	860778150043601664	860777698853898880	860777698853898880	1746	NA	1746
1	"C39H50O6"	"[M + H3N + H]+"	"C39H54NO6+"	"Terpenoids"	0.795	"Triterpenoids"	0.297	"Ergostane steroids"	0.091	"Lipids and lipid-like molecules"	0.845	"Prenol lipids"	0.628	NA	NA	NA	NA	"Prenol lipids"	0.628	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	632.395	383	6.383	860778206314388480	860777698933590656	860777698933590656	1748	NA	1748
1	"C34H63NO3"	"[M - H2O + H]+"	"C34H62NO2+"	"Fatty acids"	1	"Spingolipids"	0.998	"Ceramides"	0.992	"Lipids and lipid-like molecules"	0.981	"Sphingolipids"	0.885	"Ceramides"	0.962	NA	NA	"Ceramides"	0.962	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	516.478	383	6.386	860778170952208640	860777699046836864	860777699046836864	1751	NA	1751
